timestamp,price_a,price_b,beta,theta,volatility,spread,z_score
1767982354.615942,3107.94,91269.38,0.03405238426761011,0.0,1.0,3107.94,3107.94
1767982355.618405,3107.94,91269.39,0.03405238053663874,0.0,1.0,0.009659477241257264,0.009659477241257264
1767982356.6209211,3107.94,91269.39,0.03405238053663874,0.0,1.0,0.009659477241257264,0.009659477241257264
1767982357.623252,3107.77,91269.39,0.034050517918735985,0.0,1.0,-0.1500000000246473,-0.1500000000246473
1767982358.624692,3107.74,91269.39,0.03405018922145681,0.0,1.0,-0.01000000001204171,-0.01000000001204171
1767982359.626543,3106.65,91247.5,0.03404641222638399,nan,32.102718454616316,-0.0003404641433917277,-1.0605461461870981e-05
1767982360.627746,3106.66,91247.5,0.03404652181842746,nan,27.130886621993564,0.009999999999763531,0.0003685836050657137
1767982361.6297102,3106.66,91247.49,0.0340465255496559,nan,22.929284483658684,0.0003404652302378963,1.4848489078694984e-05
1767982362.631565,3106.65,91247.49,0.034046415957600426,nan,25.90263757971302,-0.009999999998854037,-0.0003860610707338179
1767982363.6339269,3106.65,91247.49,0.034046415957600294,nan,24.7754355441249,0.00034046412247334956,1.3742003520664048e-05
1767982364.6364212,3106.63,91247.5,0.034046193042296787,nan,29.696815645746394,-0.00034046199107251596,-1.1464595905968182e-05
1767982365.638912,3106.63,91247.5,0.034046193042296787,nan,29.696815645746394,-0.00034046199107251596,-1.1464595905968182e-05
1767982366.6413782,3106.63,91247.5,0.034046193042296787,nan,23.756055815135184,-0.00034046196697090636,-1.4331586422439502e-05
1767982367.643479,3106.56,91247.5,0.03404542589799155,nan,20.656490137019187,-0.0003404542953830969,-1.64817107419889e-05
1767982368.645684,3106.56,91247.5,0.03404542589799155,nan,24.108279378104474,-0.00034045429583784426,-1.4121882797950746e-05
1767982369.648075,3106.56,91247.5,0.03404542589799155,nan,24.108279378104474,-0.00034045429583784426,-1.4121882797950746e-05
1767982370.650507,3106.56,91247.5,0.03404542589799155,nan,24.108279378104474,-0.00034045429583784426,-1.4121882797950746e-05
1767982371.6526349,3106.57,91247.5,0.03404553549003502,nan,22.00722926936648,0.009999999999763531,0.0004543961385308638
1767982372.6549141,3106.56,91247.5,0.034045425897991685,nan,25.121277046110507,-0.010340455391997239,-0.00041162140654781075
1767982373.6569211,3106.26,91247.5,0.03404213813668329,nan,21.256008120747673,0.009999999627780198,0.0004704552035816804
1767982374.658584,3106.17,91247.5,0.03404115180829084,nan,20.57192759809892,0.009999999988394848,0.0004860993186325894
1767982375.6682591,3105.66,91247.49,0.03403677185670645,nan,18.122385838765503,-0.019999999999527063,-0.00110360744868069
1767982376.6706061,3105.46,91247.49,0.03403337450298211,nan,19.471623482262014,0.00034033371912300936,1.7478445977195574e-05
1767982377.673028,3105.45,91247.49,0.03403326491092663,nan,20.011730700658187,-0.010000000000218279,-0.0004997069044052935
1767982378.6755662,3105.45,91247.5,0.03403326118115146,nan,18.928854300894802,-0.00034033266092592385,-1.7979570000168246e-05
1767982379.6781209,3105.45,91247.49,0.03403326491092663,nan,19.426016496705493,-0.0099999999879401,-0.0005147735764373528
1767982380.680393,3105.46,91247.49,0.03403337450298212,nan,16.58544587073123,0.00034033370729957824,2.0520021587129833e-05
1767982381.68282,3105.46,91247.49,0.03403337450298212,nan,17.966217518904333,0.00034033370729957824,1.8942980454370757e-05
1767982382.685003,3105.46,91244.99,0.03403430697539669,nan,16.720263109506273,0.0850834362581736,0.005088642188279895
1767982383.687559,3108.4,91258.99,0.03406130179204287,nan,15.461380161249267,-0.17406299873664466,-0.011257921150719608
1767982384.690036,3107.0,91259.0,0.034045957106991986,nan,14.222772990259333,-0.00034045960865114466,-2.3937639227196638e-05
1767982385.6923242,3107.0,91259.0,0.034045957106991986,nan,14.222772990259333,-0.00034045960865114466,-2.3937639227196638e-05
1767982386.6947331,3107.0,91259.0,0.034045957106991986,nan,14.222772990259333,-0.00034045960865114466,-2.3937639227196638e-05
1767982387.697421,3107.0,91259.0,0.034045957106991986,nan,14.222772990259333,-0.00034045960865114466,-2.3937639227196638e-05
1767982388.6999722,3107.09,91259.0,0.0340469433110911,nan,14.437294415123834,0.09000000000014552,0.006233855001659156
1767982389.7018938,3107.29,91259.0,0.03404913487575698,nan,13.182010748726784,0.1999999999998181,0.015172192149754966
1767982390.703501,3107.29,91259.0,0.03404913487575962,nan,13.799070486081275,-0.0003404913854865299,-2.4674950811358908e-05
1767982391.705787,3107.29,91259.0,0.03404913487575962,nan,13.799070486081275,-0.0003404913854865299,-2.4674950811358908e-05
